L1,L2,L3,GROUP_DVS_CD,관리 계정 코드,계정코드,,계정명,,원가종류,계정구분,상위계정,계정코드,,계정명,,원가종류,계정구분,상위계정,계정코드,,계정명,,계정코드,,계정명,,계정코드,,계정명
,,,ETC,OUT-201,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ETC,OUT-201,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ETC,OUT-201,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ETC,OUT-201,,,,,,,,,,,,,,,,,,,,,,,,,
기타비용,일반잡비,잡비,ETC,ETC-101,,,,,일반관리비,판매비및일반관리비 (6011),지급수수료 (601163),60116303,1,지급수수료(송금수수료),,일반관리비,판매비및일반관리비 (6011),지급수수료 (601163),60116303,1,지급수수료(송금수수료),,962,,잡손실,,750,,잡비
,,,ETC,ETC-101,,,,,용역원가,경 비 (5015),원가)지급수수료 (501531),50153105,1,원가)지급수수료(수입증지대),,용역원가,경 비 (5015),원가)지급수수료 (501531),50153105,1,원가)지급수수료(수입증지대),,,,,,912,,잡손실
,,,ETC,ETC-101,70312501,1,잡손실,,,영업외비용 (7031),잡손실 (703125),70312501,1,잡손실,,,영업외비용 (7031),잡손실 (703125),70312501,1,잡손실,,,,,,913,,기부금
,대외활동비,기부금,ETC,ETC-201,70311901,1,기부금(지정기부금),,,영업외비용 (7031),기부금 (703119),70311901,1,기부금(지정기부금),,,영업외비용 (7031),기부금 (703119),70311901,1,기부금(지정기부금),,,,,,,,
,,,ETC,ETC-201,70311903,1,기부금(법정기부금),,,영업외비용 (7031),기부금 (703119),70311903,1,기부금(법정기부금),,,영업외비용 (7031),기부금 (703119),70311903,1,기부금(법정기부금),,,,,,,,
,,,ETC,ETC-201,70311905,1,기부금(비지정),,,영업외비용 (7031),기부금 (703119),70311905,1,기부금(비지정),,,영업외비용 (7031),기부금 (703119),70311905,1,기부금(비지정),,,,,,,,
,,,ETC,ETC-201,70311907,1,기부금(특례기부금),,,영업외비용 (7031),기부금 (703119),70311907,1,기부금(특례기부금),,,영업외비용 (7031),기부금 (703119),70311907,1,기부금(특례기부금),,,,,,,,
,보상/변상,손실보전,ETC,ETC-301,60116701,1,대손상각비,,일반관리비,판매비및일반관리비 (6011),대손상각비 (601167),60116701,1,대손상각비,,일반관리비,판매비및일반관리비 (6011),대손상각비 (601167),60116701,1,대손상각비,,,,,,,,
,,,ETC,ETC-301,70311501,1,외환차손,,,영업외비용 (7031),외환차손 (703115),70311501,1,외환차손,,,영업외비용 (7031),외환차손 (703115),70311501,1,외환차손,,,,,,,,
,,,ETC,ETC-301,70311701,1,외화환산손실,,,영업외비용 (7031),외화환산손실 (703117),70311701,1,외화환산손실,,,영업외비용 (7031),외화환산손실 (703117),70311701,1,외화환산손실,,,,,,,,
,,,ETC,ETC-301,70315301,1,차입금상환손실,,,영업외비용 (7031),차입금상환손실 (703153),70315301,1,차입금상환손실,,,영업외비용 (7031),차입금상환손실 (703153),70315301,1,차입금상환손실,,,,,,,,
,,,ETC,ETC-301,70315501,1,지급보증충당부채전입,,,영업외비용 (7031),지급보증충당부채전입 (703155),70315501,1,지급보증충당부채전입,,,영업외비용 (7031),지급보증충당부채전입 (703155),70315501,1,지급보증충당부채전입,,,,,,,,
,,보상처리,ETC,ETC-302,70313501,1,배상금,,,영업외비용 (7031),배상금 (703135),70313501,1,배상금,,,영업외비용 (7031),배상금 (703135),70313501,1,배상금,,,,,,,,
,,,,,,,,,,,,,,,,용역원가,경 비 (5015),원가)감가상각비 (501505),50150510,1,원가)감가상각비(시설장치),,,,,,,,
